text,label,sentiment
this makeup fit am,0,negative
na lie na who de castigate a whole coal city like this oh boy take time you will be amazed you know when we don de go cinema for enugu during the days of eastern shop leventis when enugu was hub for the whole eastern states stop it,0,negative
dude i remember in jss i just got into fgc ikirun jjc i no sabi how e dey go i was flashing my bright torchlight at night feeling happy suddenly someone just flashed one weak one in my eyes snatched my torchlight and dropped his own for me i almost cried that day,2,positive
wetin dem dey find for the test,1,neutral
lol i cant be in that kinda chat ordinary private chat sef i sabi how many bcs and vns i dey receive from my parents every week,0,negative
cc ur mans market don dey sell,0,negative
make messi con perform and win trophies make e collect th balon dor next year the tears go dey immense,1,neutral
ebuka abeg if na u wan act the next super man abeg let us know,1,neutral
my lips are chapped,0,negative
ooohh finally figured out how 2 put a piccy on here,2,positive
i can see it is getting darker outside is it coming,2,positive
you know me im already used to it sef but you see those foken lectures jesus christ i want to cry,2,positive
mauu stop retweeting food porn this night im soo hungry right nowi want cake sef,1,neutral
see person wey dem dey drag for tl mek she free person boyfriend dey call me ashawo my own na for imagination e stop sha,2,positive
loved man on wire if you've not seen it guy is clearly insane but very inspiring amp infectious,2,positive
i have just made my clothes dirty by making a mess with my chocolate ice cream,0,negative
see as person dey miss better airdrops because of phone abeg who get android phone wah no dey in use,2,positive
puked by far the worse yet i think my tummy came up wtf,0,negative
watching mtv movie awards goo aaaash xd',2,positive
and yes i did miss you jon i wish you were here,0,negative
me sef dey think am oo,1,neutral
home finally i love my bed it's so comfy only 6 more sleeps til i see my boy for the first time in 3 weeks yay,2,positive
still getting really tired really early this is why i hate being sick the most 'night,0,negative
new article on my blog,2,positive
wonderwoman is seriously the only follow i recommend she's ultra cool enough said follow her,2,positive
lmao people don dey defend project for biz ad but i still dey chapter this is the real god when,2,positive
i dey go there tomorrow you dey there,1,neutral
i don officially comot hand from anything wey resemble nysc allawee congratulations to everyone passing out february blessings to all of us in our chosen careers unto the next,0,negative
lol u cannot see my familys net worth cannot enter k e sure me corona con dey again one mouth don commot for their food niyen,2,positive
i think its time for a myspace eedit i just ceebs doing it besides i am writing my diary for amelia,2,positive
good morning twit famplease pray i make it thru this day i did not sleep at all it was a rough night,0,negative
i highly recommends you join you can earn money from free shareholder by dividends even you do nothing,2,positive
where the guy make we ask am how infection dey taste whether e salty or e dey taste lime,2,positive
italian do you like itay sweet do u see tha beautiful pics of blockheads roman meeting please check it,2,positive
soon going to germany oh joy,2,positive
translating my topic quotquadratic congruencesquot for my tutorial in elementary number theory i have to do this tutorial omg,0,negative
thx for the reblip,2,positive
since its your job to keep defrauding people claiming youre an artist na that cancer go kill youna people like this no dey make some clients trust us them don dey claim your work o,2,positive
looking forward to wwdc should i just skip school for it or what damn physics test on wednesday,0,negative
nothing do am yet,1,neutral
girl wey dey gimme joy con join my club too,0,negative
sweater god e don dey be like my supervisor disturbing me for project,2,positive
wetin be the name of that babe wey jerry carry come our hangout last year no be queen,1,neutral
i've been job hunting today to pay my ticket bitch it's the damn ressesion no ones hiring,0,negative
check out the comment,2,positive
e go right na shey e favor us,0,negative
i have 103 fever,0,negative
been reading since morning nothing seems to be happening im not feeling like einstein but book wey no enter head go enter hall im tired,2,positive
is trying to get ready 4work in the dark 5 hrs n no ac,0,negative
wait na lalana una dey talk of or van dijk,1,neutral
how far na how u dey shey rain don dey fall for ur side,1,neutral
hey damon thanks again,2,positive
nothing i need to cleanyou,0,negative
e dey your town na,1,neutral
the comforting thing about the internet it's the same wherever you access it you are only in china temporarily so it's ok,2,positive
don jazzy this is not fair oo lock down sef don hit ogun state bayi aiye ti paree ooo,2,positive
wetin go dey there,1,neutral
today i'll work all day at phonera bringing home the big,2,positive
ha na who that one want die ontop hin head e go just faint danu danu because of tosin sef rain go fall ontop rd mainland and the breeze go send am go inside water,2,positive
naso me and sef hug ourselves dey scream inside car,0,negative
stop tweeting and focus on diving,2,positive
last man standing in this bag category people when don buy this bag don testify unfortunately only the white is now available with n only this baby can be urs abeg make una help scatter my dm,0,negative
meeps i haven't been following susan boyle news is she having a hard time with the fame machine,0,negative
is full of philadelphia rolls and and tempura,2,positive
what's the deal with perez and will i am can't we all just get alongespecially on canadian soil boyz disappointing,0,negative
this your theory sef,2,positive
thanks again gonna try that too they're everywhere even found one in my bed,2,positive
cheers i spotted that couldn't find it on the app store though,0,negative
no full episodes of discovery channel shows,0,negative
i no secure another job o i go help person ni e pain me gan say i miss site work today abeg if u fit give me h of your site money i no go mind,1,neutral
i'm probably signed up for it,2,positive
oh wait i read that wrong ok hellboy,2,positive
e dey always taste like paper and e no dey get oil,2,positive
the guy ear e be like say e don spoil o,2,positive
crammin in some last min study time english exam all morning i have that sick exam feeling,0,negative
i f u want u can follow me,2,positive
oh its in montmartre quot700 m from sacr coeurquot i loved that church but they don't have rooms for the whole week i'd go,0,negative
e dey pull e own player,2,positive
yey magical ear syndrome its magic its like pnks last night on tour in uk for like 6 months sob,2,positive
lmao you bin dey tell me small small but na you worse pass,0,negative
summer's almost here i don't wanna leave school,0,negative
chelsea will sign a whole team in this transfer window haha na wa oo they just dey make person dey depressed how far nah,2,positive
omgggg why did i not realize how hard it would be to pee from a jumpsuit,0,negative
lmaooo if your brother isnt willing to take your help why should a stranger plus the record of those help dey the track,2,positive
at this point im proud to say im a member of tho i no dey attend membership class,2,positive
i'm the only one awake,0,negative
miley dont you wanna stop by in netherlands amsterdam is one of the most beautiful city's in europe,2,positive
na the body spray and perfume be this oh container don land make una pardon my video quality,2,positive
so na u they reply on his behalf weldon,0,negative
sakamanje you na boss na where dem bosses like dey who i be,0,negative
lmaoeven girl wey dey her period no dey run mouth like that guyi was disappointed coming from a grown man like that,2,positive
is in a boot severe sprained ankle trying to rest up amp let it heal for nationals that start on monday,0,negative
na so i fit chop am baba d swallow no go fit flow well if i no mix at least i must mix soups if i wan chop if na yoruba cafeteria na chop like or soups nd its flows tru,1,neutral
my brother you no go allow me enjoy this abuse wey dem dey abuse me again,2,positive
after this hate and selfish speech i hereby give up make i go dust my book abeg if youre going to the abroad even if na namibia please i dont mind being your guide o we moveeee god fit use you o,2,positive
abeg no vex how can i ask a girl out on twitter fine girls full this twitter ooo shooo the kind fyn fyn profile pictures i dey see ehnn any tips on how to toast a girl on twitter,0,negative
keypad dey press hin sef,1,neutral
dis drama na na dey package am while na dey fund am you can listen via,1,neutral
getting everything together and ready to head to arlington later for the ranger game,2,positive
i'll let everyone know but maybe saturday would be better or no,0,negative
no be person wey first call police dey win case cross de boss spill out dear im loving the conversation with queen cross,0,negative
woho french open federer vs soderling who will win follow me you won't reagret it,2,positive
i know it's annoying also,2,positive
i dont get your statement so me i dey behave like person wey dey high or mad ikunle abiyamo o why me as example,2,positive
just got back from the shops got 2 cd's and a dvd,2,positive
if you know whats good for you better resign if not we wont stop protesting you nor fit kill us instead we go kill you i know say na clone buhari you be sha on a low but we go soon loud am istand with,2,positive
the sick has settled in full on,0,negative
i know say conji na bastard but niggas make una no let conji get hold of una common sense always stay strapped,2,positive
smh my poor freshly pressed roots the sun is not my friend right now,0,negative
my dad is packing a bag this makes me sad i know he's going somewhere without me,0,negative
hooray for not doing everyone elses work,2,positive
don't worry when i sign my big endorsement deal i will hook you two up you should be my managers,2,positive
why u dey yan like say u fit spank gal wey never love u back she will spank u back hard but that will be on your face bro,2,positive
because no wwe in nigeria e dey scrashhh dem for body like chloroquine without piriton,2,positive
the weather is okay today,1,neutral
e don tey wey i know say were cowards i use to dream of becoming a soldier after my nysc but i will wait till i get to usa and join a respected military not this hooligans that kills civilians for fun but can face boko haram lazy,2,positive
every single time wey man united get chance to climb up the table and boost top four hopes dem go mess up na wetin happen last season when we think say ole go make top four e blow am e don start again,2,positive
will deffo check them out thanx xx,2,positive
no problemo you're awesome too,2,positive
i said thesame thing but e be like i no come sabi wey i dey talk,2,positive
oluwa wetin dey happen,1,neutral
nawwtoo big 4 this ride,0,negative
gone are those days when we used to have rainy and dry seasons in nigeria now we have the e be like say rain wan fall season and the this heat wan kill person season,2,positive
abeg weti this boy dey look,1,neutral
shey you no dey see as white fine omo buzz us for your salah clothes o no go dey dull am our number dey for the thread,0,negative
so i wrote a little fictional story friends of mine can access it in my blog on myspace titled quotthat sinking feelingquot tweeter wtf,2,positive
oh no thats foul no amens yall sum foul ass kids i thought i was beautifulguess not,0,negative
wow so you are married im also a married man that makes us compatible na dem ooo thunder fire your wandering shafts,2,positive
abeg twitter clients make una come buy car nowww i hear say na una rich pass instagram we buy we sell we rent we bid and order from abroad dm us lets change ur status your choice our standard,2,positive
make una dey look back before tweeting ooo because of ordinary covikk i said oga police come carry me for house oooimamofpeace e no go better for you,2,positive
hi pretty i just want to make things clear to you dear im not dirtybut merely looking at this your picture baby my eye don dirty im so high in love right now soteee i don dey see plenty so baby which designer do u want gucci or fenty,0,negative
going to see up then playing a show with my brother at south bound 7pm will you be there,2,positive
be sure to twitpic some party pictures and to give us all the details,2,positive
omg i love slurpees and bikes to this dayonly sorta on the slurpee part,2,positive
good morning everyone grinding the beans to make coconut macroon coffee anyone for a cup,2,positive
been there done that it always ended up with me selling the machine and going back to my mac,2,positive
i am on my way now,1,neutral
night in with the rock star,2,positive
im a dancer oh guy mafo better than poco lee sef i no just like to dey show myself humility wan kill me sef,2,positive
blood of malachi see as zambia just wan tear my ticket algeria dey house dey play like visitors,2,positive
the albert heijn nearest to my house sucks almost all the good things were sold out is thuesday restock day maybe tomorrow is better,0,negative
home sick givin up on my dreams,0,negative
the fact that there's action going on in silverstone makes me miss the uk even more than i normally do i'm such a moaner today,0,negative
thank you for following me thanks really,2,positive
to all those on their way to have a great 2 days wish i hadn't had to give my seat up,0,negative
at home in ulladulla lying on the lounge watching tv,2,positive
ah ok thanks,2,positive
nigerians which pesin pikin be this,1,neutral
its already 2 30,0,negative
studying the smoke addiction i don't smokebut i need for my job,2,positive
a how tweet of u,2,positive
im sorry for you soo where do you come from,0,negative
we're seeing them at the ricoh,2,positive
chai sexy lips no go kee make your lips just sexy lsn i fit dash you my kidney,0,negative
hahaha jason pls commot here i don buy new one sef chinenye,0,negative
that time wey dey level but we dey dates level studentswhen i remembered this it makes me laugh well well,0,negative
yes there is a course by that name,2,positive
ok its getting old now where is my purse otherwise i cant catch me train tomorrow,0,negative
hahahah miley world kristina your so cute,2,positive
small attitude problem una go pursue players wey get actual talent comot zaha memphis di maria rvp and very soon paul pogba yet these mediocre players stay here for years and are referred to as legend ps when is phil jones signing his contract,2,positive
ins is a good ideai wish i had it go thru the aspcalow rates tell me bout iti still hv to kp my boy frm jmping,2,positive
good for you i wouldn't miss camp either have fun with the kids,2,positive
omo na the thing wey dey tire me about japa be that you cant take everyone along like moses did,2,positive
i no fit ask my friend again,2,positive
hope say mouth never dy pain you no vex if e dy pain you na me cause m too sweet na why,0,negative
called my guy in lagos today and was just trolling him small me ive been hearing tankers falling along the road in lagos everywhere causing traffic wetin dey happen him yes oh just like ive been hearing about pastors raping everyone in abuja how e dey happen im hurt,2,positive
woot i have 77 points on my subway card 75 points is a free foot long going to get it now,2,positive
lmao my mom and i used to make jokes about ramming speed all the time you influenced me recalling some fond memories,2,positive
did some gardening getting ready church amp then a youth ministry meeting can't wait until monday so i can rest at work,2,positive
look like we about to run thru another photobucket accountis this where we depart,0,negative
reason am na even my late mum dont allow me keep legs on couch like that without shouting take that nonsense off the couch if you wan form oga get youre own house here the oga na my husband,2,positive
my uncle was addressing one of his orderlies uncle gentleman you have to sit tight no time for partisan politics dont involve yourself me as per the mumu nephew wey i be well may be it is time for artisan politics e be like say i don buy job ooo,2,positive
wow exhausted from my party yesterday final count 101 people,2,positive
phew done rewriting the 1st bit of my results to order reread comments from bosses to ensure i'd incorporated them had but sad now,0,negative
i swear when you know its for rollover youd be extra careful and na the kaain thing wey dey burst slip,0,negative
hmm nice if you are ok with it i'm still looking for the one for me,0,negative
did you ever end up finishing it and ps you're wearing my shoes we really need to note who's is who's loll,0,negative
special tour dates now on myspacecom gtgt,2,positive
twibe carefultweeting while under the influence is not illegalbut can have very bad consequences lol he ha he ha,2,positive
gah i hate when parents control you i really wanted to go out today sorry,0,negative
feeling horrible today but i look like a pirate with my eye patch eye is still sore hope all is good must catch up,0,negative
sorry to hear it hon hugs,0,negative
oya ohhh make every business owner go watch this video times ooo e go do you well because plenty of us don dey do business the wrong way shey na true talk be that even if you attended the free day esme money bootcamp with try to watch again,0,negative
that medal na for wetin abeg afl final ref,1,neutral
on a good note we did meet at marty richards red ball a few years ago you were so sweet to me i'll never forget it,2,positive
dem dey run am for me all the way from ph oo thank you so much ben you dont know how much i appreciate this i bless your career oya chop kiss,0,negative
cheer up folks you want to be having a day like mine woe is me,0,negative
dance flick not as great of a movie that you would thinkall of the funny parts were in the commercials,0,negative
lol no vex now dey go rush salah and the guy go chop injury,1,neutral
this weekend was lame all i did was work and do homework,0,negative
be back in fivee maybe ten,2,positive
had a very good pasta dinner need some carbs for the race tomorrow,2,positive
una sef make una let adults spend dem money as dem like o those of una wey be billionaires no dey gree spend am so those wey no get dey teach una how to spend am,2,positive
ok now that they've quotchristenedquot their new ball park we can beat them now lol oh bees,0,negative
awake when i should be in bed i thought that maths exam was this morning turns out to be in the afternoon,0,negative
the clash amp phantom planet,2,positive
ooh i'd buy that srv album but there's no deals on amazon uk,0,negative
me and lace coming out of mango tree resturant last year paparazzis do my head in x,2,positive
make musicwant the new iphoneginger beer and plain pasta bad mix even if the beer is in the car awesome,0,negative
we are the quotfugazi patrolquot amp our motto is quotif u see a clown point em outquot please let everyone know about us,2,positive
fine boy like lingard and i no dey loose guard getting all the california love like im pac i have not released any rap song since i dropped jeje on my birthday but im coming again maybe my next song and maybe not be on the look out,0,negative
yesterday fred bin marry today e score na wanbissaka do assist we no sabi the kind wedding night knack wey hin wife give am but make she continue the good work,0,negative
it's june 6 yaay bbq at my place tonight with everyone the fridge is full the digicam is ready d i'm soo ready,2,positive
oh god i'm so glad i can't watch video in work even the thought of that is making me well up,0,negative
it was too hard,0,negative
i dont even know where to start from koz my parent love that show like and nah night them dey watch am so sometimes i used to be like why cant they show this thing at morning i dont even know how to express my selffeelings towards this show abeg i just dey type shit,0,negative
i'll take your advice under serious consideration,2,positive
is getting some sonic yummy,2,positive
im sooo bored no one will come over and play with me,0,negative
lol if you like,2,positive
loli like this a bus station is where a bus stops a train station is where a train stops on my desk i have a work station,2,positive
oh okdon't think i'll be going out tonightbut if i do i'll hit youthank you for the offer,2,positive
btw my mom confirmed nick is mad at me and doesnt want to talk to mesad,0,negative
not looking forward to the rest of the week i need the beach,0,negative
i fit run am k pere pls retweet and support my hustle,0,negative
going on a dinner date w my sweety feelin much better today,2,positive
na how i go end up for cell dey scare me pass omo i hustled cab when she got herself pay make e drop her for her house mehn god,2,positive
peopleare getting dressed una dey here dey talk mtche,2,positive
just back from supercheap a most successful trip the bikes are tanked amp checked for the week so all ready to start relaxing,2,positive
oh great i have 1 text left to last me a week and i used all my minutes upppp i'm sad,0,negative
an elderly man came into the shop just now and his clothes were still under his wifes name who died recently cherish your loved ones,0,negative
people say make we dey select wetin we dey wear am with,1,neutral
see d way my guy wey be doctor dey prescribe orals and i dey whisper injection for inside e ear eh,1,neutral
even if you no go buy help us retweet e get why,0,negative
una carry pikin de play this kind expensive joke they cannot the ones who can no reach,1,neutral
after shouting my year of positive vibes now im seeing just vibes wetin do the positive,2,positive
thanks for the mention,2,positive
bro i rather go back to arsenal na champion we they no dey win no be overall failure them be person go dey jolly if them win fa cup buharitrump lord forbid bad thing i had to beg them on bio not to follow me,2,positive
my last day here and i changed my mind i don't wanna leave my family and friends,0,negative
its sunday and i have work,0,negative
my love to everybody that came thru to show support we gave an electrified show i'm floatin floatin on a whirlwind of inspiration,2,positive
i hope i wake up early for that i've missed the last 2 weeks,0,negative
both of them fine die they fit act they fit sing they have money god look at me neeeooow e still possible for me too,0,negative
ohh which team be that abeg i just dey enjoy una match bro,0,negative
yes peppermint essential oil,2,positive
you don talk am already na but teema na sure babe no worries on her side na better person she be,0,negative
there was a giant ass crane in the pond and now there's no fish left,0,negative
anyone with like million wey e no dey use will give you back in,1,neutral
omo cos them don sign now them fit dey rest me i dey hustle,0,negative
person go dey waka on road na oppression left and right person go sleep na oppression i day see inside dream person go come twitter to cruise na another round of oppression again kinlode bayii nau take it easy on us edaakun,2,positive
boss make call na enough dey where that one been park na,0,negative
how do u make it up to your kid when you break his fave toy esp when its the org 80s toy not a new copy,0,negative
no really can't wait to see new moon,2,positive
hey nick how are youu x,2,positive
people wey drop billions of naira in cash and other nonmonetary resources to support ahab back in are somewhere chilling and plotting na we wey be say na only tweets we tweet de here de chop curse this life nor balance at all,2,positive
nat go on msn pls,2,positive
everywhere just boring nothing to excite me its like ill leave this twitter for good sef una nor dey kuku patronize me again,2,positive
im sure someone is already writing speech your president will say now president wey no fit talk without looking at the book is that one president abi folorun shole,2,positive
sittin on a train platform waitin for a train quite possibly hav just failed another test,0,negative
i deserve to be flogged sef i don say i no go put mouth for una matter again mo kan ya eleti didi ni,0,negative
looking around during awkward silence la laaa la la la i can't whistle in twitter,2,positive
yo mike what is amazing and where is what at,2,positive
yup i tried connecting to media centre wifi yday but that wasn't working either lol,0,negative
i like this,2,positive
some of these sketches are alright im pretty happy with them will scan tomorrow and show you all,2,positive
na the same anambra wey i dey o,1,neutral
upset can't get to land training this afternoon,0,negative
the thing just dey like that,1,neutral
funny stories on twitter making 2nd afd easier thanks all and my money's on carlton tonight,2,positive
na for mulla to dey make bed dey wait alupu oo,1,neutral
ooohhh ahhhhh pop eyes t a s t y i'm bored wtf nobody talk to me on this twiiter sad,0,negative
i dey oka for my cousin place but i dey come back now,1,neutral
haa see fine girl bro come and pay my bride price lemi be ur girl come and be my engine lemi be ur fuelas i dey like this my head don dey swell wat do you want baby if i no get trust me baby property i must selli was shy before but bcos you too fine im out of my shell,0,negative
aww haha ew it was a boring movie,0,negative
e no fit repair again my dm don spoil,2,positive
no worries like i said tomorrow will be party time,2,positive
i wish i could stop president bush from killing so many innocent people in iraq,0,negative
we've had to change our plans because of the rain no more motorbike but heywho wouldn't like goodmorningsex,0,negative
i'm home pulang pulang f langsung sms,2,positive
i'm over worked i need beer abs found out i'm working the monday public holiday,0,negative
no no no your first tweet,2,positive
irony getting on a plane in tallahassee to head to nova as my sister judi drives south to tallahassee,0,negative
yea has your host gone for lunch cuz your site is down,2,positive
i hate boys,0,negative
omo laycon is vexing me lik dis nw why having dis discussion with nengi im pissedkin let dis issue be ozo is a grown man he should stop dis nonsense advice his selling to nengi shes smart to deal with her shit wats all dis nw,1,neutral
i am holding my breath for lets hope dont disappoint me,0,negative
where e for dey try abeg u get light,1,neutral
bored nothing too dooo,0,negative
love the new name,2,positive
na wa me wey be energy god,1,neutral
be honest the treadmill was off and you were sitting on it,2,positive
nah we were both in a hurry it was yrs ago sef i remembercus it was a day to oshuns wedding went to pick up my suit den,1,neutral
if una like make una dey fight over banter my beans must not burn,2,positive
come on in people you just know you want to check it out for fabulous cloth pads,2,positive
making a pros and cons list about my life right nowthe cons are winning,0,negative
see wetin i dey find since,1,neutral
loving az land it's so hot had to leave cali to get some sun not looking forward to going back to the cloudy mist only to,2,positive
my god im hungry bhet dem dey do healthy eating for this house,2,positive
just played baseball feeling 8 years old again,2,positive
yankees win and a great start to the weekend season tickets arrived for oxford today as well my boy's first one and he was 'overjoyed',0,negative
feeling much better after that shower now what to do ah yes,2,positive
i miss jordy wordy ew its father's day,0,negative
yaaay getting ready to go to the park with my sweet cheeks,2,positive
hope u had a good time filming it haha i wanted soooo bad to meet u guys but i gave up xx,0,negative
na craze dem de craze honestly,2,positive
im getting mine on friday i hope they dont all go,0,negative
lost and found saw a cat that had been hit by car on shattuck betw king and san pablo i was,0,negative
it's saturday and the weather is lovelyand i'm going to school,0,negative
i luv buying children's bks well all bks really its an obsession good think its part of my daily job to buyread them,2,positive
u pipu are wilding on this app cuz of ordinary pussy u even dey dictate say na iphone plus u want nobody shud ask me anything o cuz i am not feeling fine,2,positive
lol actually mi no say that biscuit and sweet wey u talk na still wettin i dey think but make i no talk am lool,0,negative
finish watering 's tree at exteen,2,positive
ps i think twitter sucks if you dont have free unlimited texts,0,negative
quotthere's a stick thats gonna kill mequot emily,2,positive
thank you since i can only use the url once i won't be able to add individual items,0,negative
na una people na i want to be like you guys when i grow up,0,negative
make we no lie na oshodi under bridge these ones collect admission letter,2,positive
david archuleta you rock i love you sooo much you're concert was soooo fun,2,positive
heyy ianhave a gud nite sleep tite byee,2,positive
getting a friend in the hospital breakfast i'm so nice,2,positive
lol seems to work way faster on my mobile wap amp i'm sure the hype on last wk is feeding the fail whale too,0,negative
guy everybody don sabi the kind person wey you be o ti cast,2,positive
pimples attack arghhhhhhhhh,0,negative
man im so pissed even when im not watching them play because what in gods name does that nigga do how does he think why play andreas and shaw why keep greenwood and mata on the bench,2,positive
yards dem don dey rush us,0,negative
at home restingg,2,positive
thank you missus hoganim finally here xxx,2,positive
where's the party at tonight soooooo bored,0,negative
don land come make we watch arsenal vs chelsea pm today wey be saturday for federal housing onitsha come with your face maskcovid protocol go dey observed,1,neutral
lol na so i don see am na girl is beautiful na you get all the control na,0,negative
lol sorry be like na computer true true wey ogadi and ovie dey play and somebody just kee me,2,positive
na the dressing dey vex me pass wey super k suppose dey supply better brainwork with correct agbada,2,positive
haha no they are all good things i swear,2,positive
damn my foooot fucckin hurts and my back hurts i neeed a masssage,0,negative
just wasted money buying this recharge card e don loss,2,positive
i thought my area was alone in this please we no wan hear one grid get fault oooo abeg its december abi water don dry fro dam again ni,2,positive
read some pages in a shop upset me enough not to buy stopped watching apocalyptic films as well after children of men,0,negative
ha me either ilysoulm8,2,positive
went to the bathhouse and realized i am majorly sunburned this blows no wonder i hurt everywhere,0,negative
really boredd need some breakfast i think x,2,positive
yah harry just woke up i'm making his coffee now i spoil him sometimes,2,positive
whoa aren't you too young to have watched v the series on tv,2,positive
unfortunately my madre booked the plane ticket to philly on the 18th we'll figure something outtttlt3,0,negative
watching gilmore girls still in pjsd suppose i should start doing biology revision soon,0,negative
is sad my iphone is broken,0,negative
suuure i believe that one cooking dinner can't wait for beffy to get here early night tonight hopefully work early,2,positive
wetin that one type,1,neutral
it will be a travesty of justice to include dasuki and not marry him wdiezani on the same stake let di same bullets kee di of dem together,2,positive
see montero don win set for cash out odds,0,negative
wait fess make my gee chuks tell me as e dey go,1,neutral
thinking of going for bbnaija but the tot of leaving my business for months unattended to ha i dont think i can do it abeg what if person no con win double wahala for deadie body,2,positive
na shearing life issues with beautiful oy dey ball i just wan ask you ooo this thing wey dem dey call miracle don happen to you before oya gist me remember say you fit drop your comment for here or for whatsapp or for text message for,1,neutral
first time use twitternot bad i think,2,positive
lol asin ehn i no dey even do that smiling again make everybody know how e dey be me,2,positive
ubuntu shut down cafepress store as it get tough on its ip,0,negative
maybe i am being judgemental and it was everything they wanted,0,negative
that's lame i hope it improves as a whole yeah it's gonna be fun pictures would be good so we can share,0,negative
will u follow thanks hun,2,positive
just wants to give hugs to all the amazing rwoc who are hurting tonight,0,negative
jisos christ i don tell you if e sure for you tomorrow to wednesday before you go kd i no want long talk make i see how you won drive your car go kd by thursday na mumsi go use aboniki rob your body,1,neutral
i have a tummy ache,0,negative
hey saw that you followed me i'm angel,2,positive
na so i dey do una for national back in the days na get agidi like this and i dey always embarrass am like this,2,positive
speniding a long day at school tomorrow is band practice but i do have to work first hey its money,0,negative
very nice pics thanks for sharing it,2,positive
watching greys anatomy online for free,2,positive
happy birthdaydear more grace to you o boy see uniform biafra army uniform chaii omo na this one be original army uniform no be that onion bag wey nigeria army dey wear choii this one be confirm i done fall inlove,0,negative
yep it's official i am a functional alcoholic i get no more hangovers pedicure then bday finale at do over,2,positive
sorry i missed the practice for the ssc im pretty busy kasi eh,0,negative
are there any games based on graphic design i'd probably be crap at that one as well,0,negative
italy wetin dey italiate,1,neutral
get 100 followers a day using once you add everyone you are on the train or pay vip,2,positive
feels like crap bring on the winter colds,0,negative
even short time here na from k sef,1,neutral
is up at nine on a weekend without an alarm when she went to bed at one i need moar sleep,0,negative
daddy is on his way to the airport mommy is already missing him,0,negative
lowfat cheese is made by the devil,0,negative
person father die this ones dey say make dem stop to dey cry,1,neutral
i don get body guard and fighter i fit find trouble for road now,0,negative
what shaina said,0,negative
right on no eye candy for me tonight,0,negative
im separated from them both so i try to see them as often as i can thats also the down side of young and foolish luv,0,negative
the meeting was scheduled for monday,1,neutral
you kicked my ass,0,negative
goodnight don't be afraid to say it back,2,positive
not a good end to night magic lose and i got really sick,0,negative
i'm gone i don't know when i'll be back either at least 4 months but it could be up to 14,0,negative
nor be una dey find proof,1,neutral
yeah na tools i use for work and the money if dem comot am next year e go pay me o,2,positive
make we talk for bbm your drug sef dey,0,negative
im enjoying these heartbreak stories mehn e dey sweet like dodo ikire,0,negative
this gidan kwano niger state e just de so dry crayfish get hope,2,positive
find out the way to display thai language use adodbphp instead of msaccessphp but some errors for inserting updating,0,negative
only a day away from vacation,2,positive
na for last price negotiations dey start na,1,neutral
off to get dinner twitter from mobile,2,positive
i was caller number one,0,negative
i am callin n itsbusy busy busy,0,negative
my fish charles darnay died,0,negative
listening to all time lowfiguring out some drum parts,2,positive
wey don sleep,1,neutral
back at work after a fantastic wedding weekend congrats em amp frank and thanks to all the girls for a wonderful few days,2,positive
not n the mood 2 wrk so tired exhausted frm wrkn this past week gotta finish gettn ready bbak on later xoxo follow,2,positive
you canceled the concerts here in brazil it's because the rumors are saying that you canceled and please answer me,0,negative
dis one na koloe dey form hardcore comedyeven dave chapelle go vex for am,2,positive
i've been trying to hit 13k and they don't want me to,2,positive
if you chop d flesh make sure say u chop d bone too,1,neutral
men dem shey una no go do giveaway for customers like me at least make i do lockdown shopping abeg nah thank you and god bless,0,negative
na ozo dem give strike na him still dey apologize to nergy i wan die for laugh oo,2,positive
i have a new pad near h st in dc trying to figure out a party date now will let you know,2,positive
i heard i woke up at 5 est this morning to try to download only a few more hours then,0,negative
hey nothign have you checked out my website yet,2,positive
climbing the ladder one step at a time,2,positive
minerva sentenced 8 years to jail,0,negative
all dese govt workers go dey dress like skreps even their youthsif dey come see person wey dey manage wear better cloth like this na beef u will see a young girl looking wetin i no go see for ds house of assembly abeg nobody fit kill my shine,2,positive
choke me daddy but she no tell my neighbor say she get asthma na there we dey like this dey settle,2,positive
it sucksnow in room with no alcohol and no company,0,negative
so tired and not even home yet,0,negative
leaving for home today it was a very nice trip i will post pictures soon,2,positive
church of the highlands 1130 in the bryant conference center be there,2,positive
a thanks i love disneyland too does disney dance,2,positive
jamba juice cures my pain yummers,2,positive
this one go just come house enter wardrobe carry native wear because i no dey too wear am see as e fit am sha come and make one for yourself people dm me or we cover you pls help rt,0,negative
masala wok with was awesome and enlightening as always great to be back in houston,2,positive
you know thise dey pain me say this girl no dey related to meall of them for don sleep eternal sleep,2,positive
those of you who have girl as profile pix and guy as cover photo whats your problem sef you cant confuse us ooh,2,positive
my poor old mountain bike is getting serviced today to try and cure a noise that it seems only i can hear fingers crossed,0,negative
you no really change sef na that your height gangan be the koko when did you start getting so tall should be your before and after lol all those times wey lade tosin and bode dey pursue u upandan,0,negative
wants to make a video to put on youtube but my mom won't let me put any of my videos on youtube how sad ik,0,negative
go market go buy cow skin na cow skin no fit sweet like ponmo sef imagine person say peppered cow skin,2,positive
i wonder the kind wisdom wey dey the fish head wey these people dey sell am k k for fish head isi azu,2,positive
dear baby i can't wait until your teething days are over,0,negative
watched the bones finale last night in the uk amp it rocked oh how much i missed zack is so freakin' awesome lt3,0,negative
u dis guy u are not serious again na my presido u dey reason like that,2,positive
i'm trying not 2 let my tattoo touch the pillow it isn't working so i'm looking 4ward 2 a beautiful inked design when i wake,0,negative
