text,label,sentiment
as u talk say u de support man utd i com de feel say dis beauty went to the wrong person its all love thoo,2,positive
asa rau tea suparat bendeac tiai picat blogul quotthe address which is currently unavailablequot,2,positive
e dey oh na u ask me question naaa,0,negative
nawwtoo big 4 this ride,0,negative
parents are over for the night and i ran out of booze for myself,0,negative
you take all this time to answer peeps and then they complain and correct youthanks for being patient not easy,2,positive
you no really change sef na that your height gangan be the koko when did you start getting so tall should be your before and after lol all those times wey lade tosin and bode dey pursue u upandan,0,negative
is up at nine on a weekend without an alarm when she went to bed at one i need moar sleep,0,negative
why does everyone i know but me get to move to the boston area,0,negative
god abeg all this rumours of proposed hike in school fees should better not come to pass oh because e be like them wan sell unical,2,positive
my back hurts,0,negative
wetin concern una with tollgate leave tollgate for lagosians lets fight for our own nation una sef ehh,2,positive
una weh done oo shey na blackout things you dey give us since yesterday,2,positive
wetin we dey use chop am bread or garri make i dey come,1,neutral
yah and i'm kicking myself for waiting until 4 days before we leave to find this out,0,negative
happy new week i don dey for site the wait for una order category customize waist bead price,0,negative
kai fine boys like us we we no dey too look for women like that na dem dey rush us,1,neutral
i think should follow me back that would make my day,0,negative
been there done that it always ended up with me selling the machine and going back to my mac,2,positive
honorable dj sir you dey tweet oh since i start dey follow you you don tweet pass,0,negative
i totally would but they just left,0,negative
i broke a sweat when i saw your post had to confirm no wahala sha e dey happen to even the best of us,2,positive
make dem no ignore you for table because na so so people drink you dey drink you no dey ever buy your own bottle and coro dey outside nobody go share shisha with you o,2,positive
wants jimmy johns,0,negative
sugarman dis ur tips hmmmm ok we dey wait dem,1,neutral
do small giveaway na just to celebrate the ferrari with us your loveable cupcakes na,0,negative
tried to dm you about this but can't cause you're not following me,0,negative
you wan glow abi you no wan glow see skin na rush to and get yours so your skin will be perfect like ambassador maria congratulations maria hushd skin care,2,positive
yessss have done a video for fly with me,2,positive
went and checked out the new woolies not as good as i thought it would be bit dissapointed,0,negative
na wetin una dey talk,1,neutral
so i try not to read spoiler but are you gone for good or will max return because you will be missed,0,negative
you never see anything the yeye zenith bank upon say money no dey dem still dey remove sms charges my minus fit buy happy hour,2,positive
i feel bad for my brother he graduated high school yesterday but both my parents are here in egypt with me he was all alone,0,negative
boss a colleague close to pdp in warri told me this is the first time they are campaigning for election apc dey do dem shege for delta he called me on d day of that delta rally and said oga your buhari don takeover warri o,1,neutral
as dis mfs wey on the field wen my boiz came to town years back hope u remember the goals bashings back to back sha,2,positive
na my area be that oo i dey awada,1,neutral
summer's almost here i don't wanna leave school,0,negative
r u feeling better i really hope so im sad u were sick,0,negative
lalala just made a twitter account yeah i gave in cruse you twitter,2,positive
those of una wey don experience dragging for this app how e feel because e be like say my own don dey load based on my last tweet,2,positive
nwanne right now i dey fred ajudua villagei dey look him house now,1,neutral
quick question does the app work in all browsers didn't seem to do much in safari,0,negative
ahhh it feels nice to sleep in now its time to study,2,positive
huh lol me no get it but i'm sure it's in good fun,0,negative
i dont even knw dat wizzy sabi shaku shaku and i dey look for hu go teach me lol,0,negative
shut up im tired of talkin to your stupid ass go read my status and let it soak in to your sad ass,2,positive
my poor old mountain bike is getting serviced today to try and cure a noise that it seems only i can hear fingers crossed,0,negative
is going home late today after tiring loooooong day of work,0,negative
omo i don tire mehn i no fit wait come back lag next month sha,2,positive
i'm singing in the rain even though it not raining,2,positive
struggling to keep up with the paperwork coming across my desk starting another pile for end of year stuff,0,negative
na dean drive them come na why dem dey form activity dey don move since,2,positive
wetin concern me with brezz mine is to see admire and leave thats all help girls wey dey dis app oo i saw one girl with a fallen heroes at first i thought the movie olympus has fallen was named after seeing her without bra,2,positive
so for the full nigeria them nor see better camera take snap this thing this ahmed musa una sure say e dey alright so i stil dont understand this decision to join kanu pillars,2,positive
sick physically and emotionally,0,negative
i'm already annoyed my friday is ruined,0,negative
aww i hope you change your mind about twitter if you ever do i'll be here reading,2,positive
malpensa airport back to ldn in a couple hours,2,positive
i missed the meeting last night on accident i got carried away in the studio and lost track of time,0,negative
i have to stop spending money why is everything so dam important i think its rude and it should stop it,0,negative
soon going to germany oh joy,2,positive
looking forward to lake day,2,positive
he always has good words even during an earthquake my genius boy,2,positive
e dey lekki,1,neutral
had so much fun with the minas last night long live donnie darko,2,positive
lol hiphop still livesabi cdq self no no wetin hin dey sing ni wen no b reggae be hin flowwell sometimes dis happens wen u arent ready for the interview,2,positive
nobody cares about grammar anymore,0,negative
like my guy said this benin na men dey control rain im not even doubting him,1,neutral
my love for the back of this top its magic na the work wey we dey do,0,negative
really miss tingala ko man short kay but mr bean's holiday is hilarious i love it,2,positive
no drinking with 2nite sniff guess will have to match me shotforshot,0,negative
sorry i missed the practice for the ssc im pretty busy kasi eh,0,negative
see if una wan abuse arteta face am cuss am well but this saka and cesc matter no follow e no blend at all no matter how you wan cook am,2,positive
can't watch anymore too wound up night all,0,negative
right a new rock band game acdc jeans those damn patches rocker wristband n sweeties,2,positive
gillette today for a new england revolution game go revs,2,positive
going shopping with why husband,2,positive
mouthwatering yeah i know you can have yours too fresh okra soup with better swallow wey hotyou know as e dey be na tasty meals and soups delivered fresh to your doorstep homemade and very delicious call us today or slide in to place your order,0,negative
every single time wey man united get chance to climb up the table and boost top four hopes dem go mess up na wetin happen last season when we think say ole go make top four e blow am e don start again,2,positive
i don't think i wanna know what goes on in that head of yours sometimes ahw kk get better no more vodka and no judging lol,0,negative
pens what are they well done on finishing uni all done now just wait for the grade,2,positive
haha clearly that makes me feel better because mine was at least relevant to today,2,positive
na person wey get car dey get mechanic,1,neutral
your blood will give no peace to all the police and animals called sars enipa gunugun kii kaadun eni pa akalamagbo gan kii kaasu all of una sars na untimely death dey knock una doors,2,positive
getting mac fixed keyboard and mouse wont work,0,negative
a spec and half sef,0,negative
i'd rather just wait until the whole site is finished,0,negative
fat boys like us we no dey rush food na food dey rush us,2,positive
i know i am working on a couple of posts i always start and never finish will be better next week,0,negative
ohhhh no i cooked it from scratch enchiladas quesadillas tacos and nachos,2,positive
do you remember when you joined twitter i do wow e don tey small o,0,negative
inspecting what please e be like say na years them take swear for abia state,2,positive
yey magical ear syndrome its magic its like pnks last night on tour in uk for like 6 months sob,2,positive
cold dey abuja or na ac,1,neutral
good morning how's everyone's friday,2,positive
ooohh i haven't heard of those will have to try to find them at the bookstore or staples later thanks for the rec,2,positive
too bad arewa iphone crew instagram people why na why you de embarrass us like this na why,2,positive
thanks to everyone dat voted dis baby girl and those of us dat still love her even with her flaws honesty her sarcasm thank u guys we are d real mvp,0,negative
favorites added from twidroid v217 are not being recorded in twitter web but showing on phone any ideas,0,negative
na when you break up with babe some of your guys go begin tell you she been no even fine sef what did you even see in her una de craze so yall knew and didnt tell me,2,positive
sorry bout that i swear these typos are freudian and slippery great to see you back on twitter mate you were missed,2,positive
off to exciting palmer for the latest tech services roundtable despite the fact that the lunch place there is closed on tuesdays,0,negative
i'm not at a koa i'm using my moms wireless card which sucks,0,negative
so did u enjoy the movies,2,positive
person de back de touch am,1,neutral
me i no dey like dey folllw una argue for twitter make we drop location meet do wetin we won do not here twitter jackie chan,2,positive
feeling much better after that shower now what to do ah yes,2,positive
aww sad the cafe is out of soft pretzels,0,negative
opos sou aresi ise stin athina,2,positive
very sad no new tweets,0,negative
e don spoil oo biggie already calling his children back home,2,positive
romulan boots cool except for the slit they look like ninja boots,2,positive
omo e be like say we go protest for the whole year be that this people no rate us say na sprinkle of people oh lord,2,positive
my pinned tweet ehn chaii e de burst my brains fam love is good o,0,negative
probs should get off now homework to do etc etc i love yall better be a damn vid tomorrow nat haha i love you xxxxxx,2,positive
idhar aa okay fine let em poke in my stuff shit u keep the d msgs on,0,negative
wahhh can port me to your place so i can enjoy too,0,negative
at this point im proud to say im a member of tho i no dey attend membership class,2,positive
aww it's closed,0,negative
there's no flames anymore how can there be no flames,0,negative
taking a shower x no picture for ya gt see ya in a bit,2,positive
ahh back to school,0,negative
i'm going to fail so hard at drinking tonight i'm still sick as,2,positive
e vc esqueceu de mim hein,0,negative
in your option i have to take tha nice guy,2,positive
nwanne the kind babes wey dey here eh eh go mad oh already called madam that im coming home late cant miss out on these owerri packaged babes,0,negative
it's all really quite simple,2,positive
wants a slurpee but dunt have no money pooooooo anywho how is everyone,0,negative
me sef dey think am oo,1,neutral
to be honest if all of them dey inform una suppose fit win league but i no wish una well,2,positive
lol wetin be your own na by the way e check dm yin sir,0,negative
omg me too,0,negative
it's my b'day,2,positive
abuja fun spots wey dey get hefty bouncers die abeg we need you to speak to your staff to support us with their strength,0,negative
is like you dont understand what im saying here and mind you im not saying i dey beg for money please dont quote me wrong you said i do sub for my fone but do you even think mayb i do steal to survive or soand again i never said i dont wanna get job,1,neutral
laying down with a horrible headache,0,negative
inspire to aspire na em fbi carry baba them go dey thief still come dey pressure us ontop our small small legal hustle like say we no dey try im serving a living god e go expose all of una,0,negative
is this a personal interest or new project should i start calling you donald,2,positive
back from coffee with granny conversation topics old age 'yer mother' wheelchairs pensions uni tv family bath matts and waitrose,2,positive
home and off for hopefully a sunny weekend,2,positive
kickin' face and jamming to some oldschool music,2,positive
maami support me na see as dem dey attack only me,0,negative
the tide is high but im holding on im going to be your number one im not the kind of girl who gives up just like that oh nooo oooo im having a blondie moment if you dont recognise the lyrics you maybe too young this one is for the babies,0,negative
na daddy wey dey sell sugar,1,neutral
dem dey draw us who give dem pencil,2,positive
era for slayqueen don chill na level now make we sef do our shakara till this year end na pana all my guys out there fine boyz like us,2,positive
sensationalism abi na clickbait una dey call am he did not ban anything like that why lying he only gave good pieces of advice and instructions to the public and his officers you guys are being mischievously clever by half with this headline fix up and do better,2,positive
thanks for the luv,2,positive
im just so lonely right now maybe sade got me feeling like this,0,negative
says morning showing the mum amp bro my uni today,2,positive
tomorrow i get back to working out hard and eating only what is needed to survive lost all my cash,0,negative
im enjoying these heartbreak stories mehn e dey sweet like dodo ikire,0,negative
sitting and waiting,2,positive
oh okdon't think i'll be going out tonightbut if i do i'll hit youthank you for the offer,2,positive
no im not rich o not even close but since im working im goodif to say i no dey work haaaaaaa,0,negative
person wey dem dey dive like rugby,2,positive
omo nothing in this yarns not even vibes e for day drafts,2,positive
make that lazy 5 ranch,2,positive
thinking of all the times im going to miss off to work now,0,negative
see dem awon werey omo ole god punish anybody wey faint for court para dey oooo,2,positive
i used to work monday to friday saturday na pl sunday na sleep,1,neutral
fuck yo just fuck,0,negative
yaaay getting ready to go to the park with my sweet cheeks,2,positive
is bummed out,0,negative
thanks for all the birthday wishesi love you guys so much,2,positive
wen i dey think na igbudu,1,neutral
ayeeven the kingdom of god suffereth violence since people have chosen to be adamant nigeria una de see una mate,2,positive
having fun today,2,positive
una too spoil any small thing una wan naked clothes nor dey stay una body sef,2,positive
oh haha nothing muchos what about you,2,positive
just played baseball feeling 8 years old again,2,positive
last months have been d best moments of arsenal fans life until dey came back same arsenal same stories one advice for arsenal fans make sure ur d last arsenal fan in ur lineage make sure ur not going to put ur kids through dis again in dis lyf i use god beg u,2,positive
i cant believe how worthless he makes me feel,0,negative
dang i have mondays,0,negative
lolz having fun yet i'm so bored,0,negative
ok time for a little cleaning room btw i must buy twister,2,positive
my naval piercing itches to the dickens means its healing,2,positive
girl wey dey gimme joy con join my club too,0,negative
if una give nia federal housing lugbe light una go die or una go stop to dey bear the name aedc sigh,2,positive
im a dancer oh guy mafo better than poco lee sef i no just like to dey show myself humility wan kill me sef,2,positive
one last stop in chicago before going back to miami,0,negative
is sorry that weekend is already over,0,negative
goddddddddddd dcode na lie abegna alupu dey set rules for the house give mulla e ogaabi nor be mulla be oga for the house,2,positive
fail dorans don't have my phone although the barman did say they can turn up a few days later so fingers crossed,0,negative
happy birthday enjoy the cougar years roar,2,positive
today was insanelocked my keys in the trunk of my car at plato's closetscored 25 but had to be in the sick kmart plaza for 2hrs,0,negative
you people should try and be calming down make e no come touch us wey dey supporters club like this,2,positive
oprah and ashton kutcher are talking about twitter,2,positive
be like my belle don dey big osmall enjoyment,2,positive
feminist feminist but you lie pass lai mohammed if na yankee we dey all of una go don dey served straight up,2,positive
the hinge broke it works just doesn't open smoothly and it's pissing me off i dunno i'll see if it can be fixed first,0,negative
has been white 32gb iphone 3gs'd but the zagg invisibleshield i ordered 2 weeks ago still hasn't arrived so i'm not using it yet,0,negative
i really get pissed wen short people be like abeg help me pick this thing up me see you see ground pick it,2,positive
aw poor subo,0,negative
1600 in 6 daysim dissapointed not gone cut it b,0,negative
my camera is broke,0,negative
a e in math ' i cry its fcking shit cause that means that i have only a d in the attestation fuck,0,negative
minerva sentenced 8 years to jail,0,negative
make just quote my tweet i go be e happiest man on earth walahi as in today will be the happiest day of my entire lifeyou dunno the privilege to get your quoted by the african goat i go happy pass ham wey dey eat steak,0,negative
to all those on their way to have a great 2 days wish i hadn't had to give my seat up,0,negative
hey saw that you followed me i'm angel,2,positive
those of you who have girl as profile pix and guy as cover photo whats your problem sef you cant confuse us ooh,2,positive
oh okay hehe it has a wii version too that's all enjoy,2,positive
not feeling well,0,negative
studying for retail management class soooo lame fml,0,negative
needs to study science a lot more,0,negative
chai its christmas week but my side no be like say christmas dey at all oluwa wetin dey happen na,2,positive
omo laycon is vexing me lik dis nw why having dis discussion with nengi im pissedkin let dis issue be ozo is a grown man he should stop dis nonsense advice his selling to nengi shes smart to deal with her shit wats all dis nw,1,neutral
i didn't know you had a blog url pleazzzze,2,positive
i hope u want to be in trending topics,2,positive
e dey weak my soulshey na the only place for lagos wey fine be dat haba,2,positive
coach shay you will enter and play the rest you just dey say calm down since and dem dey flog me,0,negative
praying for you to warm up too it wasn't bad tempwise here today but if you are cold todayit must be headed my way,0,negative
funny stories on twitter making 2nd afd easier thanks all and my money's on carlton tonight,2,positive
just finished hamlet from the hood with 21 takes my dear but we got it,2,positive
na work wey i go like chop be this,2,positive
i guess you went strait to bed after the show i just got home from seeing land of the lost it was actually pretty good,2,positive
na wey tin dey really play like this like this i really dont understand all this nonsense have been seing so annoying and irritating from one matter to another now this i am so pain right now those fuck shit,2,positive
going to take some photo and ride my whole new bike,2,positive
im already doing house help work here for free e no go be problem as e don master my body,0,negative
had a very good pasta dinner need some carbs for the race tomorrow,2,positive
great time tonight buddha tao if u haven't made it out there yet come i think i put on a great show,2,positive
i'm on the world wide web searching for real estate and there is way too much that i'm seeing and not enough that i'm liking,0,negative
i used super apetisleep no gree catch me insomnia don see me finishi don die,2,positive
e be like say na only me dey use nose mask in ijebu ode i look stupid,2,positive
another set of ipod earbuds dying left going quiet apple charge gbp20 for replacements better options at around that price point,0,negative
which juju dem dey use for una self,2,positive
na wen soup hot na im you take da chop am,1,neutral
say na university dey make person get plenty money,1,neutral
stay positive yall tomorrow is a new day,2,positive
i don't miss istock until it goes away,0,negative
i really want a biker jacket a black one in particular,0,negative
so i did 9 job apps 2day i better get some calls by friday or im blowin the place up cleaning up amp then getting reday for skool,0,negative
like this this guy go fit dey knack threesome while me dey feed mosquito here,2,positive
smh my poor freshly pressed roots the sun is not my friend right now,0,negative
no internet for a while,0,negative
u think thats bad im at home and working,0,negative
lets have a deal when i get to k family youll credit my nairabet account with k i would love to share it for my twitter family cos na una dey chop our giveaway money tell oloye or ill tell him myself,0,negative
na all our laptop and phone batteries don spoil finish despite say we no dey comoylt am for light,2,positive
no such lucknot any better still no reaction to the antibiotics,0,negative
i love how you can see the future and all possible outcomes well done mrs strange me i just dey talk wetin i see sha i no fit talk pass that one,0,negative
nooo you're so lucky that you have twitter in the phone i'm jealous of you,0,negative
im a product of grace everything i am and have are because of my faithful god if you ever ask how i made it when i do and i say na god no vex for me,0,negative
mufasa warriors or the ocean hahahahahaha,2,positive
you need to play something from mary poppins at them everyone knows that's how rooms get tidy,2,positive
why oh why does itunes tell me it will take 59 hours to download,0,negative
i just no wan curse people doing this face and account thing why you dey give pesin hbp like this,2,positive
this bastard see sey everywhere don soft she wan dey form loving you lasisi go kill me,2,positive
lmao omo that time person go dey record rhythm and ray power jamz on don moen tapes chop beating after sef,0,negative
e con be like say we wey never invest in bitcoin no get plan for our future i dey wait make he reduce na to sell my pops land go invest but dis thing just dey rise like yeast,2,positive
go market go buy cow skin na cow skin no fit sweet like ponmo sef imagine person say peppered cow skin,2,positive
we just got our key made over a hundred dollars later,0,negative
scoop poor little dawne wilson the 36 yr old sistah was arrested for stalking ya boy perry the chick was outside his studios,0,negative
e be like say different teams dey lol segalink vs ogbeni dipo vs ydp the first two dey fight for who go take the shine for the last one wan hijack the protest from to but who dey fund ydp lol,2,positive
how do i find out what style of glasses will suit my face my personality and my work environtment blergh i need a glasses guide,0,negative
good morning still feeel like crap,0,negative
twhirl isn't working pj time,0,negative
if you go to that party behind metheyll not give you rice chop and if them give you rice meat know go dey on top ami hate rubbishnow im just home alone looking like person wey lost her way to naija abeg who get party for there area lemme turn up please,2,positive
played about 10 hours of volleyball todayno breaks and no lunch rough tournament but still a fun one,2,positive
im coming home soon i wanna hang out with you guys sooo bad ily lt3,0,negative
it's not gonna work on your macbook dude,0,negative
i'm sorry it sucks i can't get spotify free i would never stop you but i just got 5 links from 3 different people it's crud,0,negative
mtcheew ole no fit pass semifinals na na e way jor banta away my dear,2,positive
i'm testing feel free to test,2,positive
no to cleveland but hope for a twug,0,negative
oga go find out o a heavy chunk of his pay are performance related even auba sef guaranteed na k rest na performance related,1,neutral
bae bae bae baby o now i don dey act like a stammerer if at all im gonna shoot im gon shoot with my camera kindly help tag and till they see this,1,neutral
hope you feel better i think everyone gets sick postthesis it's your body finally saying quotmy turn fuckerquot,0,negative
you go wan play match for abuja you go dey find out if na grass or ontop sandstone una dey play ontop make you know as you go package your body if you fall ontop sandstone pitch secs blood don dey flow,2,positive
life in a useless country haha lols abeg make we go back abeg i no want make de shoot for lag ooooo lols,0,negative
i need to sleep but im scared about waking up and feeling worse,0,negative
if you need a snack idea check out this blog,2,positive
cant find my itouch cice,0,negative
i went to the market this afternoon,1,neutral
no me in the uk just wired last night feeling it today though and to you a joyful summer solstice,0,negative
what did i do to get blocked im deeply sorry for whatever it is i did,0,negative
the rain is in the jar my stupidity included,0,negative
nepa off light fan never finish dey turn i don sweat finish i comot outside hot inside hot after facing all of this i cannot come and go to hell again oohh,2,positive
is building up the courage to ask someone out tomorrow i need help,0,negative
please it is finished if u dey go london abeg if nah like dis make i hang ah go dae comfortable,2,positive
today marks one small milestone in the beautiful journey of lifei believe dat im the equivalent to a fine wine or a delicious cheesed older the better im trilled to be another year today i create within me a vacuum that no one can and will ever fill except god,2,positive
the food was just okay nothing special,1,neutral
stressed but only some days left in schooli don't have energy no more,0,negative
ugh no reason to go all the way to manteca now i'm ready to go out and not the kinda girl who drinks alone,0,negative
shout to the homie for the love even though she's too cool to follow me,0,negative
me i don send out deliveries already i dey bed dey enjoy ac come let me employ you to be frying puff puff,2,positive
working on homework,0,negative
wish it was icon,0,negative
na love dey sweet you dey go so aunty chai we go love o,2,positive
celebrating papa's day because we both work tomorrow it's supposed to rain all day,0,negative
she concluded that she is done stressing with our generation and na only prayers fit help us then proceeded to advice me that maa lo fe e to maa paa e lori bed oo joor oko mi shanu mi oo,0,negative
hecky yeah boo but there is a lot old classic stuff that i havent heard yet lol i jus heard reasonable doubt last week,0,negative
since i'm all over the map now bryan ferry covering one of my fave dylan songs,2,positive
so that line in motivation wen say weda pikin no go chop go school nko,1,neutral
dreamt last night mommy told me that daddy wasn't my daddy why are my nightmares more disturbing than scary,0,negative
i swear na wetin me sef dey fear be that ooo make he no go follow trump mouth support one side of the war cause we go suffer gan we wey we never fight boko haram finish na wan con go face iran single technology wey no get omo make we forget ham we are all dead,2,positive
you don talk am already na but teema na sure babe no worries on her side na better person she be,0,negative
where dem con tk dey sell am,1,neutral
and bartels i'm sorry i cut you out of my display pic,0,negative
anyone else find john amp kate 8 sad tonight there are lessons in there,0,negative
baby its not like dat na you know i love you tori trun,0,negative
your header na die,0,negative
your dog is adorable and the house is beautiful hows ur positive day going mines much better now that im off work,2,positive
shey na auto you dey drive,1,neutral
home sweet home but i'm grounded,0,negative
yarr it's a bitch eyes are bloodshot despite drops i knew there was a reason i hated summer and in ff7 i forgot where i am,0,negative
have fun on the sleeper,2,positive
please send the price quotes privately,2,positive
urs is wit me my bestfriend finally got her baby back im so happy for her meanwhile im still tryna get my baby back,2,positive
i just made a milkshake with applesorangesbananas cherrys kiwi and pineapple with the new turbomixer,2,positive
definitely zombie davina is sheer and utter brilliance i knew you'd like it zombie apocalypse girl,2,positive
heybeen busy today lol got bronagh onto twitter shes quothookedquot im soo proud of myself tweet soon,2,positive
one pisfu aftunui decided relax my private prtpenisafta a min of relaxing it and d tin dey pain mei go wsh am quicklycon see miracleas i wsh am finish all d hair don comoti be like i no use shaving stickclipper or blade nah wetin con hapentill now hair never comot,2,positive
selling my phone tomoroww will by a iphone,2,positive
belle get why e dey for front ooo,2,positive
iis really bored some start up a convo with me,2,positive
na only god or money fit surprise me like this oya na god lets do this,0,negative
good track isnt it,2,positive
take me with youmake me sef experience the orgasmic stuff,0,negative
seeing that a lot lately i take it there is an office closer to home or am i being stupidly naeve,0,negative
my office is in ambattur estate guys pls help,0,negative
yeah she lost today i wanted her to go for the grand slam i was rooting for roddick too but i want federer to win,2,positive
men biko how much will be enough for you to barb your hair and look good ladies tag a guy and pay for him no be only men go dey pay una bills i know some women will want to tag some men wey don go bald you will be disqualified,1,neutral
is just laying here on twitter trying to talk to people lt3 talk back,0,negative
i got a ball from my parentsif i have a free time after the party which will be end at about 9pmi will upload a picture about it,2,positive
thanks i was just about to ask her how she was doing,2,positive
na wetin i no like to dey hear be this o business is business,2,positive
irony getting on a plane in tallahassee to head to nova as my sister judi drives south to tallahassee,0,negative
i have a request play structure of a heart tonite please,2,positive
im majorly exhausted but still have to clean the kitchen do the dishes clean my bathroom and take a shower before going to bed,0,negative
i couldntit was my phone that i sent the alarm in if i threw my phone then i wouldnt get his twitter updates sigh,0,negative
sorry to hear about your accident that suuuuucks,0,negative
i jus dey feel dis and biko meanwhile if you bring your own oh or you want make we help you go anyone we dey our sweetbelle go be to make sure say,0,negative
i know i wanted to go so bad but had to send my daughter to school today and didnt have anyone to pick her up,0,negative
damn right it paysi'll explain later,2,positive
hi lovetwitter is being wierd with my pic right now too,0,negative
off to starbucks to do some work,2,positive
is amazing you should go check him out and follow him all my friends love him look for him on youtube,2,positive
all you need to make it pure hell is a little cowbell then construction noise sure is teh suck,2,positive
na dis kind examyou go kon dey sweat anyhowand those invigilators they get one kind evil you eye glasses,2,positive
a what a shame cant get that picture to work,0,negative
lmfao abi thunder wan strike this oneso na pm be your resumption and me dey resume am,2,positive
baba no whine me o you wey dey feed animals for street sef like this no food for me till next week something wey suppose last me for days i don chop am in one day,2,positive
thanks na to fresh na hin remain,0,negative
world is a scary place brother just talked to me about the texas syndicate and how predominant they are,0,negative
you're 1st person i know to like beetshave a pile of them collecting from our csa haven't found a way that i like them,0,negative
nah man wey dey reason dey scratch bear bear best birthday wishes to me kindly drop some kind words,0,negative
mad oo you for tell them wetin you hear na,1,neutral
good morning twit famplease pray i make it thru this day i did not sleep at all it was a rough night,0,negative
whoever is in charge of adigbes light e no go better for the person and hin whole family,2,positive
new on etsy baseball stud earrings 7,2,positive
happy married life john adedapo and regina titilayo god bless you and dwell in your new home john youre now a married man make sure you chop well and get fat abeg na bachelor like me suppose dey look thin and dont forget to name your son adewale,0,negative
who is doing who i don mumu myself before sha i go still send her money before i came back mama don get belle tragic,0,negative
na yesterday na e don pass,1,neutral
it appears my good packing job was mostly for the stuff in storage i don't know where anything that came home with me is,0,negative
na for mulla to dey make bed dey wait alupu oo,1,neutral
your the best thanks,2,positive
btw are you coming to san diego for this or just stephe r amp stephen v,2,positive
kate nash inspires deep mother conversations i an 12 minutes late for work bc mom was slow,0,negative
these everton players are bastards una don win and una still dey play corners last game,2,positive
heck yeah they are,2,positive
how do i load a profile pic it keeps telling me it's too big even though it isn't aarrggghhh,0,negative
comencem el dia amb dues males noticies s'ha mort vicente ferrer i hi ha un atemptat amb vctima mortal,0,negative
so happy right now for many different reasons,2,positive
i don't know yet,0,negative
damn 2 days without spj how sad,0,negative
just in time to get in a happy birthday,2,positive
awww i miss u guys wish i was there,0,negative
they say out wit old and in wit newbut im not letting go of good friends like uthank u for being an incredible frndtank u so much for affecting my life positively this year n the past yearsgod bless and be wit you allu r loved by me,2,positive
me i like my naija police the wey dem be oowetin i dey find go america sef,2,positive
i have my research project generally it's going to be kinematics of the ue in manual wc propulsion in people with tetraplegia,2,positive
nothing i don't have caple,0,negative
sorry to hear it hon hugs,0,negative
unless of course it's not your face amp the owner of that face is threatening to sue you,2,positive
i've never found any particular day to be better than another the dmv it's always a nightmare,0,negative
i don dey here for so long,1,neutral
what is these peoples problem sef now now dey don form swat but our demand was taking a process shey we are a joke to them in short ehn did we say we want change of name ni,2,positive
oya ohhh make every business owner go watch this video times ooo e go do you well because plenty of us don dey do business the wrong way shey na true talk be that even if you attended the free day esme money bootcamp with try to watch again,0,negative
i haz nothing good to fap to,0,negative
music school raging welcome to my life good morning,2,positive
na god save you na urgent k make me dey call remain small i for think say you don blacklist me,0,negative
i have to get back to philly asap soooo many ppl to meet jane with so little time i miss my white boyfriend amp other coworkers lol,0,negative
85 degress that's all super hot in miami hot enough to fry eggs 'n stuff rediculous almost hurricane season too,0,negative
upset can't get to land training this afternoon,0,negative
lol seems to work way faster on my mobile wap amp i'm sure the hype on last wk is feeding the fail whale too,0,negative
reading my bible,2,positive
working on a reading response due tomorrow at noon when all i really want to do is hang out with my friends again,0,negative
just dey look e get why china man,1,neutral
i would honestly rather that you are there anyway tell me you will be home next monday you can imagine that i've fallen a,2,positive
oluwa wetin dey validate,1,neutral
omo what was said to me casually today eh i don sit down think my life i dont know weda mumu is written on my forehead becos im still not understanding how i was looking out for the persons best interests but dem still cuss me na me fuck up,2,positive
omo i no even understand this hustle again im tired i say i no wan stress again na baba god pick your call o,2,positive
tall boys like us na dem dey rush us,0,negative
i never take anything serious sha someone told me you dey burst my brain nonstop and the first thing that came to my mind was gbedu wey dey burst brain and i just had to say it,0,negative
1111 i wish for you lt33,2,positive
maybe person wen sabi neva tough me na so all of them dey talk end up disappointed,2,positive
tara says ll dream come true in the same room as adam ficek ll,2,positive
lol ya like that one,2,positive
lol them dey do for my side oo be like say person don chop my own,2,positive
lol mands i tried that one day and got all the colours wrong gave me a headache,2,positive
now you pissed her off who dey suffer am na me dey suffer am,2,positive
i swear na me lucky passsssss for dis life baba god i am grateful for dis man u gave me,0,negative
it seems that i'm going to lose the big 's feast i hope you enjoy it as much as i did,0,negative
pants monday again never a good thing and my first 5 day week for a while oh well only 10 working days until my big gay day,2,positive
i am also happy to help people doing research that includes my cartoons,2,positive
i no wan complain sha na food dey suffer am,2,positive
if e no be tears of joy forget we no go cry again,0,negative
bros thank u e dey pain me eh me that from day was smooth sailing up to now only for them to my dear bros dirty laidis e dey pain me walahi i really hope d number goes through and good service to ease d pain can resume just finished a guitar tutorial on youtube sef,2,positive
ugh i woke up so late my leg still hurts from that charlie horse saturday afternoon haha i really want food but im already late,0,negative
omg what posts were deleted so annoyed i can't go on forum at work,0,negative
i have 103 fever,0,negative
hahaha poor stevie,2,positive
wetin dey play na you dey marry,1,neutral
my gender and wahala wahala for who be nurseyou go turn nurse doctor consultant all at same time stop doing if you are not ready or better still take precautions na you people wee now be acting surprised o wrong now mtcheew,0,negative
it's storming and i hate storms,0,negative
batg is over back to studying i guess,0,negative
imy2 hell i miss everyone too bad i have swine flu,0,negative
my boyfriend snores really loud it woke me up but it's alright i love him,2,positive
your network is becoming too poor these days plus na big straw una dey use suck mb gb no even last better hours no conscience at all,2,positive
what shaina said,0,negative
headed to bed i don't wanna leave ny i need a plan b bcuz leaving isn't working for mehmm cld i work remotely all week prob not,0,negative
